PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
-1.8264249578162521,-0.1383619505597426,-1.0877169640840636,0.019782849629144807,-1.3286477651489144,-1.4963833031984326,-0.6228070752233459,0.6627997429185943,0.31981105891696,-0.13012504152357626,-0.006459506219228269,-0.4129888946726167
-0.05314004197718661,1.8097362276293703,-1.232546149239656,-0.2628344194922062,-0.48046779447675464,1.5243658835751346,-1.4288904524160213,-0.719839968837512,-1.1937599852105365,0.015556060716064132,-0.8585673477725189,-0.1262205496984009
2.794858355778687,-0.8137559671915979,-1.472304115169401,-0.6988684532124723,-0.6732398778457576,0.6156837548258236,0.04302743338729955,0.12250829270117108,-0.5535436158869376,-0.5296684771911733,-0.6962499017574958,-1.072783470565037
-1.5629001423392253,0.4595634548137086,-0.5086625767207875,-2.132606360161192,0.7883844021957322,0.9129770232165199,-1.333939665204407,1.1789508829164483,0.26010178861934685,1.1947076601121647,-0.6425512592511697,-0.3010791394323108
0.036219659453035916,0.20775859950701858,1.4642548411076086,-0.6669628200699133,-1.2606788038427594,-1.444249129920833,-0.10081237901809768,0.2782740172785592,-0.7245613522664865,0.27357686247585317,0.3656396326091026,0.7894734712829041
1.9483500098971895,-2.6317341712378775,0.871578118833942,-0.024184088454153298,0.16511593958397547,-0.6304038783906613,0.4574019046886519,-0.31336369502533246,-1.4532738287379408,0.40071591297139947,0.28109259782535895,0.7946030340562584
1.593374628498776,0.9368600275462798,0.4843470913571369,-0.05932004221179393,-0.6243273434987868,0.010781098940528842,0.27031369074069905,0.5884749237990288,0.07009605726560474,-0.32619117210713394,-0.2917977479610144,-0.8998497839431305
-0.4426968608395918,1.5041447825584087,0.43797738524980623,-0.12646095249026063,0.3144469803662811,-0.24312264951125198,0.8151693186531299,-0.2685249861266824,-0.2512888158154622,-0.7392210609677896,-0.6832045907037311,-1.0189015444123113
-2.5180929054050494,-1.0705158670499964,-1.6584596097665996,-0.5909822973597896,0.9131154896360775,-1.4564334728431727,-0.2544730139083693,0.36892256638264664,-0.2321193001886063,0.18221365867088624,-0.7175956045565838,0.3490079836287126
-2.7589718643184176,0.10850592574306792,0.6120622068815601,1.2008977195630568,0.1267100549031527,-1.9037357926492944,-2.0145186454213277,0.7131447428830483,0.30914387735799476,-1.3132855403076016,-0.3711592540509093,0.25550119160979134
