PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
0.8217602940381649,0.23490431200231054,0.1627782083878556,1.9632399926080375,-2.1756164461806335,-0.6564556328626042,-1.060301662191664,-0.4115285384409595,1.340908446857619,-0.1015337767041014,-0.2080250864977907,0.32482060999214224
-1.8447369516542413,-0.21432803603738265,-0.8087251677085328,0.2956143632366393,0.3249849575669898,-0.39608875929359155,-1.1646468307516655,-0.17977816186660311,-0.21481800885630292,0.12022483259758246,0.2345149597933347,-0.5707077836300172
-1.6737062457948773,-0.960427020377529,1.606863770760758,0.16208574844484336,0.015739354736425435,-0.16037594194525825,1.1744042205453706,0.6309425150753127,0.9397823804612006,-0.3670211301009587,-0.3669442835056376,0.07703735585688368
-2.6803946436398687,-2.4367541967767266,-1.467619708869197,0.8714298107042474,-0.43549706471897937,-0.543484042363272,0.7146438519151104,-0.10797903712782003,0.27091246011096937,-0.38685044487715836,0.22621017411432556,0.08953338587683368
2.2338593416414683,-0.5105003995531157,0.2460943776553024,1.9643598316727504,-0.16341889622872852,0.47483302249157894,-1.0899671864705864,-1.2585071081282309,-1.2608298362914725,-0.29803790822892184,0.34650932081427,0.5043611989950043
-2.1600014353950834,-0.629380929802947,-0.46469664067569066,-0.456282739326679,0.01095656964113395,-0.9567619755674172,-0.14973914064001714,-0.45188243673385187,-0.689512484902359,1.170128396041817,0.9572016509759809,0.4427482655630726
4.633209947526909,-1.666571198727404,-0.5861899950644397,0.3350143576493124,1.9946850162477325,1.266904940278083,-0.5880835905343597,-1.2717065057778674,-1.4071083276801737,-0.4260262810707329,-0.019167457329870463,0.30644745678870167
-0.27729517089686967,-2.244462705656733,-1.2795082675357399,-0.7769592399227128,2.102191118337988,-1.4547525568052548,-1.3791959368291635,-0.7667151858230629,-0.3182615211206727,-0.13351143827071396,-0.3001532718243456,-0.4653518964065513
1.1766415691298058,1.0942838831069674,-0.6975108017078963,-0.4559967628011833,0.9166970180572231,-0.6157185703172513,-0.29898932044956433,-0.3108872059644735,0.7147986516900324,-0.30336456801994943,-0.8272666806008274,-0.43365041425111867
-1.3547699508106428,-1.6894709435209154,0.9179453012220534,0.6593010318647895,-1.199369833915402,1.0798146973421925,-0.07420808669288549,0.40452348189221893,0.13661803968302894,0.5331459765091893,0.4341858088816448,-0.31964208534855615
