const,PC1,PC2,PC3,PC4,PC5,PC9,PC11,PC12
1.0,-1.0472225183444137,-0.11154760212396907,-1.047029691939657,0.011500795603151665,-1.3494691330421926,0.39244101020551525,-0.00947397051816343,-0.7615217676121521
1.0,-0.026634985662612923,1.5607363606993254,-1.1866349029437773,-0.2715754670839568,-0.49216908490762856,-1.404552457627105,-1.2690279015429269,-0.2360750434838834
1.0,1.6124877700125841,-0.6913184757101046,-1.4177448231410203,-0.7083176557465981,-0.6870139551776487,-0.6444529313196278,-1.0290963257115877,-1.970465866834276
1.0,-0.8955547638703018,0.4017227646191046,-0.4888617381265837,-2.144384070349213,0.7903264784112368,0.32155093265668433,-0.9497210014143209,-0.5564690994234711
1.0,0.024794650031716735,0.1855687606757056,1.4128927467428765,-0.67636020524564,-1.2807693336903574,-0.8474944445343081,0.540549054956884,1.441754577744814
1.0,1.1252925898128128,-2.251905015663103,0.8415938142704206,-0.03253754838449547,0.1603563052481353,-1.7126613392288326,0.4155747913422804,1.4511534950336509
1.0,0.9209918339510474,0.8114430821203295,0.46833017103328806,-0.06773056580548431,-0.6375754875175236,0.09596584405566795,-0.4312502839510028,-1.6535988181540058
1.0,-0.25083856910878005,1.2984109407129434,0.4236330155645308,-0.13498051841499017,0.31129303197748925,-0.2855996726920511,-1.0098132349830033,-1.8717378095613695
1.0,-1.4453016300311683,-0.9117259827015889,-1.5971857077589835,-0.6002562839507262,0.9163987401527441,-0.26284058616180317,-1.0606487449711821,0.634687997225737
1.0,-1.5839359014652268,0.10036840657595732,0.5914386151776637,1.194533892711948,0.12153746028127366,0.37977635488192246,-0.5485594930592743,0.46335514821653684
1.0,-1.6081264761623753,0.7786253482228085,-0.2952142964840158,-0.47389525534606447,0.01298377097978241,-1.4094846856296503,0.06012368975306044,-0.10690627051308063
1.0,0.9664402069413832,1.5700646005817258,-0.3108103736845039,-0.4185804350737716,0.046543784581411445,1.2654145495676346,2.2020709930332285,0.25181910118704337
1.0,-1.3903206427767407,-1.828741288025164,0.003976486261485584,2.2670273580654294,0.1932875016541491,-0.22087382667445438,3.08095971930159,0.10129047454332717
1.0,-0.7631297928018961,0.46737168232500603,0.36152690007239974,1.2117721142775002,0.33905802362354376,-0.7067805298214502,-0.47890138157951473,-0.5043792283947622
1.0,-0.6418716086561814,0.43963811523425506,-0.9681321374158401,1.127512994964105,2.292561688880419,-0.9540654396498545,-0.10987773749301291,0.08411732073864385
1.0,-0.4567743026232117,0.5220753164497526,-0.3200746573785242,-0.47850193890557025,-0.09171774947008313,0.6750584614104944,1.2135803907465679,-0.9169132960263248
1.0,-0.9273336488837429,0.4810971160998276,0.072493558934069,2.4246457454234607,-1.4335664181405308,0.853487775037084,0.07760396568011088,-0.18066998578820578
1.0,0.522022221984213,0.31887412343565913,-1.339549025992809,-0.9552192774295326,-1.4273193000903408,-0.3497602055518399,0.5823176004286414,0.1954197570412985
1.0,-0.9166465959435383,0.727357933919429,0.3733592781528277,0.6866231718179648,0.7339896469721144,1.0184717680192614,-0.29061838533133866,-0.5196778364040815
1.0,-0.5748853218708126,-0.46074962291134824,-1.1263507615569568,0.36627311299016524,1.535781569886902,0.7765077150202467,-0.25113545655450503,-0.26308780904429785
1.0,-0.49194019762627333,1.276932733212473,0.2929208315603412,1.3165040669055235,0.2563722852316087,1.0242558878064645,1.1671178442766377,-1.1714788803182723
1.0,-0.34782817575776404,0.22122263383712432,0.40438779174652234,-0.193967672979827,-1.1538402870361875,1.3259780100398049,0.15008074486302542,-0.7069792107856449
1.0,0.6967582867218209,-0.07913861122255347,-0.9131496490737846,-1.1637450015002329,0.055919961576715506,-0.030985374917342046,-0.0012456242032448759,3.465023914843453
1.0,0.757894566615457,-0.27467963385650657,-1.490420926685748,-0.25702793742940255,-0.4803607878295794,-1.2694026968242156,0.2638356570011204,-0.06889575032160589
1.0,-0.15889374106861476,-1.2167968812219432,-0.3905016794285179,-0.4058113502460044,0.04034015416353019,-1.2533092363416356,-0.3378102893430913,0.3613948229053187
1.0,0.5210054748537617,-1.2628623528912066,-0.27845925209453076,1.290222907749718,-1.3734025107480488,-0.2579504723870803,0.9057712072594708,0.29955503137775924
1.0,-0.2574158701645058,1.6908518321794959,0.6295591940781766,1.08983669038352,1.6071840062204608,-0.12753434108011608,0.022528430683696823,-1.3265111466144373
1.0,-0.2343477634672657,0.25539375809627013,-0.6123061334082203,0.7165000867710818,1.5253721736298873,0.491529108900867,0.44058020777991036,0.1085642369121276
1.0,1.6683519762309693,-0.7507961253506648,1.1598356117781894,-0.6635295741614927,0.7041933307064898,-2.418808740057237,1.1227303608815262,1.3197365815767685
1.0,-0.5245763543997618,-1.0792117897028546,-0.18332248650296132,0.6126712575655334,-0.8129146693575379,0.02254747320749268,-1.7910967149075694,0.9404843445411374
1.0,-0.00033291196473683585,-0.729013057470979,0.2888634384867304,0.9107601586694367,-0.11895313965127426,0.510245034609192,-1.6345808427097683,0.493421969263374
1.0,2.2398327059797376,0.6867820289643489,1.2969021966634269,0.5804345728621197,-1.9397913993609537,-1.006132561155656,0.9307621559951651,1.0095690991247732
1.0,-0.8978774852341035,0.4683025093701989,-1.0271789382483942,0.966838017629251,-0.355869036682025,-0.29812084005955103,-0.1202663395768194,0.6060358099599886
1.0,-0.15108754343618855,0.0515164357553349,-1.186673361707289,0.10586587294556621,1.9998488365078322,1.3951045266811446,-0.01361318419813708,0.4316486513820674
1.0,-0.3374356125508581,1.3901265070528923,-0.8496079696252246,-0.8866526345761082,0.6152970057051738,-1.5585103039406862,0.8845881969618454,0.0009084370518601023
1.0,-0.4785436917267704,-1.195193249382308,-2.212970825042255,-0.06477390767363772,0.46340835687280724,0.7205479342612803,1.075332442713274,0.2488498840711661
1.0,0.15409261342589947,-1.4028272306798735,-0.5847043530957423,0.1409511164958197,0.6651996859779822,0.7556856464323565,-0.7592550370010244,-0.688096126410311
1.0,-0.2755755899191866,1.2502017101427179,0.3457655961419246,-1.1528243751117582,-1.2717249564681408,0.628051938323817,0.7342392325951296,-1.4239665859930575
1.0,1.778811134189312,0.8587848298183014,0.5460270444467392,-0.27021621126842665,-1.5519651401103702,1.242337372587264,0.6173574572172393,-0.9531587798421726
1.0,-0.4233596558448212,0.12720325810086824,-1.5701505989775937,-1.1198960158326885,0.371077885956871,0.69237261546864,0.5908871534946412,-0.8723427133342766
1.0,-0.03207103294132235,-0.15919276878936184,0.22953221016595232,-0.44888284883262575,1.2195055226054676,0.3837793796266261,0.8581889468436166,0.8050896504113624
1.0,0.12661376221502896,-1.9425566271448134,-0.94692632569503,0.8622272380749585,-0.6542266147520533,-0.5310957431860514,-0.9906224037066728,-0.39067412515336675
1.0,0.2839957596615348,-0.4344504252022967,1.3245011870586028,0.883996265813167,-1.4126126227469749,-0.8918577235990083,0.7654817418717637,-0.14657711096153211
1.0,0.5220356411565031,0.08535271612258678,-0.3385925818792807,-0.9472386625211615,-0.1693120437155771,0.9373011441855877,-0.9682055375622994,-0.5835682933725193
1.0,-0.06670437703089911,-0.6681077820380273,-1.659001381995598,0.4825674131793822,-0.5598865013970085,-0.780577999093682,0.16426249861327719,-1.233354057923215
